Timestamp,X-axis (m/s^2),Y-axis (m/s^2),Z-axis (m/s^2)
2024-07-08 00:00:00,-1.8275309376220967,-0.6497565126534834,8.106910437098794
2024-07-08 00:01:00,0.9196753468355015,0.26556822070723723,10.362386205668546
2024-07-08 00:02:00,1.3148527661972254,1.242020330245034,10.569169285927584
2024-07-08 00:03:00,0.0874836103196667,-0.5753632630764455,10.675044829836175
2024-07-08 00:04:00,2.4097336100098214,-1.2701542074307384,8.91990756373734
2024-07-08 00:05:00,-0.13244939241883757,-0.9069730651680227,11.116787658946738
2024-07-08 00:06:00,1.049323272595738,-1.678867381215357,8.986910881200338
2024-07-08 00:07:00,-0.5167811693317628,0.780734636153424,8.821757180119203
2024-07-08 00:08:00,0.22971584285167473,0.25444450873858343,9.10595133417958
2024-07-08 00:09:00,0.7865503669433068,-0.18809474447288954,11.020041695569658
2024-07-08 00:10:00,1.6980754864374261,1.689822103939166,9.848641834711739
2024-07-08 00:11:00,-1.1953201125150983,-0.675558124979694,8.354942989347393
2024-07-08 00:12:00,0.11980603757767348,-0.008822812614659328,9.671838638650653
2024-07-08 00:13:00,0.8536163436661216,-1.40819152961848,9.170156937126691
2024-07-08 00:14:00,0.5563703846952479,-1.4507236713697007,11.257788670349354
2024-07-08 00:15:00,1.4988687628196877,0.8969127982921631,10.432610975486375
2024-07-08 00:16:00,-1.9341925309378492,-1.786554870360421,8.247081656464506
2024-07-08 00:17:00,1.6116098645930774,-1.5906282707963266,10.148267759933534
2024-07-08 00:18:00,0.20309424777425,-2.0595318135721814,9.465765334599446
2024-07-08 00:19:00,0.13644853887270203,-0.295394868186599,9.20903690306422
2024-07-08 00:20:00,-1.2351178681442454,-0.99137974960513,9.600755371546589
2024-07-08 00:21:00,0.8057193214288525,-0.074087484374357,11.110202812746284
2024-07-08 00:22:00,0.4447482617919562,-1.3700883328791076,11.025724403013133
2024-07-08 00:23:00,0.8599235109989901,-0.20081979856871648,8.831200541942042
2024-07-08 00:24:00,1.4894948786055693,0.7529643297083495,10.294309154478396
2024-07-08 00:25:00,0.2805974030707839,0.01178669641739751,9.072406439721101
2024-07-08 00:26:00,-0.5378256477677137,0.6288475964847168,10.328473859168419
2024-07-08 00:27:00,-0.5491367772837202,-0.5399746800022721,9.514498162460361
2024-07-08 00:28:00,0.22579633907917132,0.421560283854225,10.34873067551054
2024-07-08 00:29:00,-1.1783010993493894,-0.2069448059986007,9.624272449809293
2024-07-08 00:30:00,-2.455956409161549,0.014792028707630531,11.418489656126404
2024-07-08 00:31:00,1.6021322279380856,0.6258006480891402,8.055433292112639
2024-07-08 00:32:00,0.7118558145190657,-0.18347089449718354,9.071790956947694
2024-07-08 00:33:00,0.5721956237425095,-1.5315950617411034,10.19765075633404
2024-07-08 00:34:00,-1.6352205317579662,-0.0017234671535168468,10.450698026585975
2024-07-08 00:35:00,0.6824086707367211,-0.597672654354257,9.76501005572246
2024-07-08 00:36:00,2.191008796197266,2.036704971835112,8.471070295664374
2024-07-08 00:37:00,0.04639293034582444,1.3319926936745696,9.09276700098652
2024-07-08 00:38:00,-1.2168582477697678,2.3871374727744272,8.104546269288445
2024-07-08 00:39:00,0.8910968685373265,1.1958359650775567,10.795523170042575
2024-07-08 00:40:00,-1.0534121888939352,0.5578768228417841,9.796866039114995
